Yorum,Duygu,Kategori,Örnek Yanıt
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak paylaştığınız geri bildiriminiz için teşekkür ederiz. Otelimizi fiyat-performans dengesi açısından makul bulmanız bizler için memnuniyet vericidir. 'Daha iyi olabilirdi' şeklinde belirttiğiniz hususlar doğrultusunda, sizlere çok daha kusursuz bir deneyim sunabilmek adına hizmet standartlarımızı geliştirmeye ve misafir memnuniyetini en üst seviyeye çıkarmaya yönelik çalışmalarımızı titizlikle sürdürdüğümüzü belirtmek isteriz. Sizleri gelecekte, beklentilerinizin ötesinde bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamanızın ardından paylaştığınız bu kıymetli geri bildirimleriniz ve tavsiyeleriniz için içtenlikle teşekkür ederiz. Odalarımızın temizliği, zengin büfe çeşitliliğimiz ve özellikle snack ile gözleme evi gibi alternatif lezzet noktalarımızın memnuniyetinizle buluşmuş olması bizleri oldukça mutlu etti. Ayrıca, eğlence ekibimizin ve DJ performanslarımızın tatilinize keyif katmış olması, personelimizin ilgili yaklaşımının takdir edilmesi tüm ekibimiz için büyük bir motivasyon kaynağıdır. Sizleri ve sevdiklerinizi en kısa sürede yeniden Asteria Family Resort Belek çatısı altında ağırlamaktan büyük mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanızla ilgili paylaşmış olduğunuz geri bildirimleriniz için teşekkür ederiz. Tesisimizde geçirdiğiniz sürenin beklentilerinizin altında kalmış olması bizleri derinden üzmüştür. Yemeklerimizin servis sıcaklıkları ve odalarımızın temizlik standartları ile ilgili belirttiğiniz hususlar, ilgili departman yöneticilerimize iletilmiş olup gerekli incelemeler ivedilikle başlatılmıştır. Misafirlerimize her zaman en hijyenik ve kaliteli hizmeti sunmak temel önceliğimizdir; yaşadığınız aksaklıkların tekrarlanmaması adına gerekli önlemlerin alınacağını ve hizmet kalitemizi artırmak için çalışmalarımızın sürdüğünü belirtmek isteriz. Sizleri gelecekte, tüm standartlarımızın eksiksiz olduğu çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası vakit ayırıp değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizin fiyat-performans dengesini makul bulmanız bizleri memnun etmiştir. Bununla birlikte, deneyiminizin daha iyi olabileceğine dair geri bildiriminiz, hizmet standartlarımızı daha üst seviyelere taşımak ve sizlere kusursuz bir tatil sunabilmek adına bizler için yol göstericidir. Sizleri gelecekte, beklentilerinizin ötesinde bir memnuniyetle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamadan bu denli memnun kalmanız ve değerli vaktinizi ayırarak deneyimlerinizi paylaşmanız bizleri çok mutlu etti. Odalarımızın temizliği, konakladığınız odanın konumu ve gastronomi ekibimizin hazırladığı zengin menülerden memnun kalmış olmanız, sunduğumuz hizmet standartlarının bir yansımasıdır. Ayrıca, eğlence ekibimizin ve DJ performanslarımızın tatilinize renk katmış olması bizleri ayrıca motive etti. Personelimizin ilgisi ve güler yüzlü yaklaşımının sizde bıraktığı olumlu izler için tüm ekibimiz adına teşekkür ederiz. Sizleri en kısa sürede tekrar ağırlamaktan büyük mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimiz hakkındaki görüşlerinizi bizlerle paylaştığınız için teşekkür ederiz. Konaklamanız sırasında yemeklerin sıcaklığı ve oda temizliği konusunda yaşadığınız memnuniyetsizliği derin bir üzüntüyle karşıladık. Misafirlerimize her zaman en yüksek standartlarda hizmet sunmak temel önceliğimizdir; bu doğrultuda geri bildirimleriniz ivedilikle ilgili departman yöneticilerimize iletilmiş ve gerekli iyileştirmelerin yapılması adına süreç başlatılmıştır. Sizleri gelecekte, tüm detaylarıyla kusursuz bir konaklama deneyimi yaşatabilmek adına yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizin sunduğu hizmet standartları ile fiyat-performans dengesini makul bulmanız bizler için kıymetlidir. Sizlere çok daha kusursuz ve yüksek memnuniyet seviyesinde bir deneyim sunabilmek adına, gelişim alanlarımızı belirlemek amacıyla tüm geri bildirimlerimizi titizlikle analiz ettiğimizi belirtmek isteriz. Sizleri gelecekte daha memnun kalacağınız bir konaklama deneyimiyle yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından ve tesisimizi gönül rahatlığıyla tavsiye etmenizden dolayı büyük bir mutluluk duyduk. Özellikle odalarımızın temizliği, yemeklerimizin zengin çeşitliliği, personelimizin ilgi ve alakası ile akşam eğlencelerimizden memnun kalmış olmanız, tüm ekibimizin sunduğu hizmet kalitesinin bir karşılığı olarak bizleri oldukça motive etmiştir. Sizleri ve sevdiklerinizi en kısa sürede tekrar ağırlamak ve aynı yüksek memnuniyeti yeniden yaşatmak dileğiyle. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizle ilgili paylaşmış olduğunuz geri bildirimleriniz için teşekkür ederiz. Konaklamanız süresince yemeklerin sıcaklığı ve oda temizliği konusunda yaşadığınız memnuniyetsizlik bizi derin bir üzüntüye uğratmıştır. Hijyen standartlarımız ve gastronomi hizmetlerimiz, otelimizin en temel öncelikleri arasında yer almakta olup, tüm süreçler ilgili departman yöneticilerimiz tarafından titizlikle denetlenmektedir. Belirttiğiniz hususlar, hizmet kalitemizi geliştirmek adına ilgili birimlerimize iletilmiş ve gerekli incelemeler başlatılmıştır. Yaşadığınız bu olumsuz deneyimi telafi edebilmek ve sizlere gerçek hizmet kalitemizi gösterebilmek adına, sizleri gelecekte çok daha kusursuz bir konaklama deneyimi ile yeniden ağırlamaktan mutluluk duyacağımızı belirtmek isteriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırıp görüşlerinizi paylaştığınız için teşekkür ederiz. Deneyiminizi genel anlamda yeterli bulmanız ve özellikle fiyat-performans dengesi konusundaki olumlu yaklaşımınız bizler için kıymetlidir. Bununla birlikte, konaklamanızın beklentilerinizin üzerinde geçmesi adına geliştirilebilecek noktalar olduğuna dair geri bildiriminiz, hizmet kalitemizi daha da yukarı taşımak adına bizlere yol gösterici olacaktır. Sizleri gelecekte ağırladığımızda, standartlarımızı aşan çok daha kusursuz ve memnuniyet verici bir konaklama deneyimi yaşatmayı hedefliyoruz. Sizleri yeniden otelimizde ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamanız boyunca odalarımızın temizliğinden, yemeklerimizin çeşitliliğinden ve eğlence programlarımızdan bu denli memnun kalmış olmanız bizleri çok mutlu etti. Özellikle konum avantajımızdan faydalanmanız ve ekibimizin ilgisini takdir etmeniz, tüm ekibimiz adına bizleri samimiyetle motive etmiştir. Sizlere sunduğumuz bu kaliteli deneyimin hafızanızda güzel bir yer edinmiş olması en büyük önceliğimizdir. Nazik tavsiyeleriniz ve değerli geri bildirimleriniz için teşekkür eder, sizleri en kısa sürede yeniden ağırlamaktan mutluluk duyacağımızı belirtmek isteriz. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde konakladığınız süre boyunca yaşadığınız memnuniyetsizlikler ve paylaştığınız olumsuz geri bildirimleriniz için üzgün olduğumuzu belirtmek isteriz. Yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki hassasiyetiniz, ilgili departman müdürlerimize iletilmiş olup gerekli denetimler ve iyileştirmeler titizlikle gerçekleştirilecektir. Misafirlerimize her daim en hijyenik ve kaliteli hizmeti sunmak temel önceliğimiz olup, standartlarımızın korunması adına tüm ekiplerimiz özveriyle çalışmaktadır. Yaşanan bu aksaklıkların telafisi adına, sizleri gelecekte çok daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası kıymetli vaktinizi ayırarak geri bildirimlerinizi paylaştığınız için teşekkür ederiz. Otelimizi fiyat-performans dengesi açısından makul bulmanız bizler için memnuniyet vericidir. Bununla birlikte, konaklama deneyiminizin beklentilerinizin tam anlamıyla karşılanmadığını ve 'daha iyi olabileceğini' belirtmiş olmanız, hizmet kalitemizi geliştirmek adına bizler için önemli bir veri niteliğindedir. Misafirlerimize her daim kusursuz bir tatil deneyimi sunabilmek adına tüm departmanlarımızla çalışmalarımızı titizlikle sürdürdüğümüzü belirtmek isteriz. Bir sonraki ziyaretinizde, standartlarımızı daha da yükselterek sizlere çok daha memnuniyet verici bir konaklama deneyimi yaşatmayı arzu ederiz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olması ve ekibimizin misafirperverliğinden memnun kalmanız bizleri son derece mutlu etmiştir. Sizleri memnuniyetle ağırlamak ve bu pozitif deneyimi paylaşmak, hizmet kalitemizi her zaman en üst seviyede tutma gayretimiz için bizlere büyük bir motivasyon kaynağı olmaktadır. Nazik tavsiyeleriniz ve değerli geri bildiriminiz için teşekkür eder, sizleri en kısa sürede tekrar otelimizde ağırlamaktan mutluluk duyacağımızı belirtmek isteriz. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanız sonrası iletmiş olduğunuz geri bildirimleriniz için teşekkür ederiz. Yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki memnuniyetsizliğiniz bizleri derinden üzmüştür. Hijyen standartlarımız ve gastronomi kalitemiz, tesisimizin öncelikleri arasında yer almakta olup, belirttiğiniz hususlar ivedilikle ilgili departman müdürlerimize iletilmiş ve gerekli denetimler başlatılmıştır. Sizlere daha kusursuz bir konaklama deneyimi sunabilmek adına çalışmalarımıza aralıksız devam ettiğimizi belirtmek isteriz. Gelecekte sizi tekrar ağırlayarak, gelişmiş hizmet kalitemizle memnuniyetinizi kazanmayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak paylaştığınız geri bildiriminiz için teşekkür ederiz. Otelimizin fiyat-performans dengesini makul bulmanız bizler için memnuniyet vericidir. Misafirlerimize sunduğumuz hizmet kalitesini her geçen gün daha yukarı taşımak adına, 'daha iyi olabilirdi' şeklinde belirttiğiniz görüşlerinizi gelişim sürecimizin bir parçası olarak değerlendireceğiz. Sizleri gelecekte, beklentilerinizin ötesinde bir konaklama deneyimi sunabilmek adına yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından paylaştığınız bu kıymetli geri bildirimleriniz ve tavsiyeleriniz için teşekkür ederiz. Odalarımızın temizliği, zengin yemek çeşitliliğimiz ve özellikle personelimizin ilgisiyle ilgili memnuniyetiniz, bizleri samimiyetle motive etmiştir. Konaklamanız boyunca hem gastronomik deneyimlerinizden hem de eğlence aktivitelerimizden keyif almış olmanız bizler için büyük bir mutluluk kaynağıdır. Sizleri en kısa sürede tekrar misafir etmekten ve sizlere yeniden kusursuz bir tatil deneyimi sunmaktan kıvanç duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanızla ilgili paylaşmış olduğunuz olumsuz geri bildirimleriniz bizleri derinden üzmüştür. Tesisimizde hijyen standartlarının korunması ve yemeklerin ideal sıcaklıkta servis edilmesi, misafir memnuniyeti politikamızın en temel öncelikleri arasında yer almaktadır. Belirttiğiniz oda temizliği ve yemek servis sıcaklığıyla ilgili aksaklıklar, gerekli incelemelerin yapılması ve hizmet kalitemizin geliştirilmesi adına ilgili departman yöneticilerimize ivedilikle iletilmiştir. Sizleri gelecekte, tüm standartlarımızın eksiksiz karşılandığı ve çok daha memnun kalacağınız bir konaklama deneyimi ile yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Konaklamanız sonrası değerli vaktinizi ayırarak paylaştığınız görüşleriniz için teşekkür ederiz. Tesisimizin fiyat-performans dengesini makul bulmanız bizleri memnun etmiştir. Bununla birlikte, deneyiminizin beklentilerinizin tamamen üzerinde olması ve sizlere çok daha kusursuz bir tatil sunabilmek adına, belirttiğiniz 'daha iyi olabilir' noktalarını gelişim alanlarımız olarak not ettiğimizi bilmenizi isteriz. Sizleri gelecekte, çok daha yüksek bir memnuniyet düzeyiyle yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde geçirdiğiniz süreci 'harika bir deneyim' olarak tanımlamanız ve ekibimizin ilgisinden memnun kalmanız bizleri son derece mutlu etmiştir. Sizleri ağırlamaktan ve memnuniyetinizi görerek tavsiyelerinizi almaktan büyük kıvanç duyuyoruz. Bu güzel geri bildirimlerinizi ilgili departmanlarımızla paylaşarak motivasyonumuzu artıracağız. Sizleri en kısa sürede yeniden otelimizde ağırlamaktan mutluluk duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizle ilgili paylaşmış olduğunuz geri bildirimleriniz için teşekkür ederiz. Konaklamanız süresince yemeklerimizin servis sıcaklığı ve oda temizliği konusunda yaşadığınız memnuniyetsizliği üzüntüyle karşıladık. Restoranlarımızda, gıda güvenliği ve servis standartları gereği sıcak servis protokolleri büyük bir hassasiyetle uygulanmakta olup, belirttiğiniz hususlar mutfak yönetim ekibimize iletilmiş ve gerekli denetimlerin artırılması sağlanmıştır. Hijyen standartlarımız konusunda ise kat hizmetleri ekibimiz, tüm odalarda yüksek kalite standartlarını korumak adına titizlikle çalışmaktadır; yaşadığınız aksaklığın kaynağını tespit etmek ve hizmet kalitemizi geliştirmek adına ilgili departmanlarımızda gerekli incelemeler başlatılmıştır. Sizleri gelecekte, tüm beklentilerinizi karşılayan daha kusursuz bir konaklama deneyimiyle yeniden ağırlamaktan mutluluk duyacağımızı belirtmek isteriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası vakit ayırarak paylaştığınız geri bildirimleriniz için teşekkür ederiz. Konaklama deneyiminizin genel olarak beklentilerinizi karşılamış olmasıyla birlikte, hizmetlerimizin 'daha iyi olabileceği' yönündeki görüşleriniz bizler için oldukça kıymetlidir. Sizlere her zaman en üst standartlarda hizmet sunmak ve misafirlerimizin beklentilerini aşmak temel önceliğimizdir. Bu doğrultuda, deneyiminizi mükemmelleştirmek adına gelişim alanlarımızı belirlemek üzere görüşlerinizi dikkatle değerlendireceğiz. Fiyat-performans dengemiz konusundaki değerlendirmeniz için teşekkür eder, sizleri gelecekte çok daha memnun kalacağınız ve eksiksiz bulacağınız bir konaklama deneyimi ile yeniden ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olması ve personelimizin ilgisinden memnun kalmanız bizleri son derece mutlu etmiştir. Nazik tavsiyeleriniz ve değerli geri bildirimleriniz, tüm ekibimiz için büyük bir motivasyon kaynağı olmuştur. Sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Konaklamanızla ilgili deneyimlerinizi paylaştığınız için teşekkür ederiz. Tesisimizde geçirdiğiniz süre boyunca beklentilerinizin karşılanmamış olması bizleri oldukça üzmüştür. Yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki geri bildirimleriniz, hizmet kalitemizi artırmak adına ilgili departman yöneticilerimize iletilmiş ve gerekli incelemeler başlatılmıştır. Normal şartlarda yüksek hijyen standartları ve gıda güvenliği protokolleri ile hizmet veren ekibimizin, belirttiğiniz noktaları önceliklendirerek gerekli hassasiyeti göstereceğinden emin olabilirsiniz. Sizleri gelecekte, tüm detaylarıyla memnun kalacağınız kusursuz bir konaklama deneyimi ile yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklama sonrası değerli vaktinizi ayırarak görüşlerinizi paylaştığınız için teşekkür ederiz. Konaklama deneyiminizin genel olarak beklentilerinizi karşılamış olması ve tesisimizin fiyat-performans dengesini makul bulmanız bizler için kıymetlidir. 'Daha iyi olabilirdi' şeklinde belirttiğiniz geri bildiriminiz, hizmet kalitemizi her geçen gün daha üst seviyelere taşımak adına bizler için yol gösterici bir nitelik taşımaktadır. Sizleri gelecekte, her detayıyla çok daha memnun kalacağınız ve beklentilerinizin üzerinde bir tatil deneyimi sunabileceğimiz bir konaklamada yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın sizin için harika bir deneyime dönüşmüş olmasından dolayı büyük bir mutluluk duyuyoruz. Odalarımızın temizliği, konum avantajımız ve özellikle mutfağımızdaki zengin çeşitliliğin beklentilerinizi karşılamış olması bizler için oldukça kıymetlidir. Ekibimizin ilgisinden memnun kalmanız ve otelimizi gönül rahatlığıyla tavsiye etmeniz, tüm çalışma arkadaşlarımız adına bizleri samimiyetle motive etmiştir. Sizleri en kısa sürede tekrar misafir etmekten kıvanç duyarız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizde konakladığınız süre boyunca yaşadığınız memnuniyetsizlikler ve paylaştığınız olumsuz geri bildirimleriniz bizleri derinden üzmüştür. Yemeklerimizin servis sıcaklığı ve oda temizliği konusundaki standartlarımızın beklentilerinizin altında kalmış olması, hizmet kalitemizi geliştirmemiz adına bizler için önemli bir uyarı niteliğindedir. Belirttiğiniz hususlar, ilgili departman yöneticilerimize iletilmiş olup; mutfak operasyonlarımız ve kat hizmetleri denetim süreçlerimiz üzerinde gerekli iyileştirmeler ivedilikle başlatılmıştır. Sizleri gelecekte daha kusursuz ve memnuniyet verici bir konaklama deneyimiyle yeniden ağırlayarak bu olumsuz izlenimleri silmeyi dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Degerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamanın ardından değerli görüşlerinizi paylaştığınız için teşekkür ederiz. Otelimizi fiyat-performans dengesi açısından makul bulmanız bizleri memnun etmiştir. Bununla birlikte, deneyiminizin 'daha iyi olabilirdi' yönündeki geri bildiriminizi, hizmet standartlarımızı daha da yukarı taşımak ve sizlere kusursuz bir hizmet sunabilmek adına dikkatle not aldık. Sizleri gelecekte tekrar ağırlayarak, beklentilerinizin ötesinde bir konaklama deneyimi yaşatmayı çok isteriz. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Tesisimizde gerçekleştirdiğiniz konaklamadan bu denli memnun kalmanız ve deneyiminizi detaylandırarak paylaşmanız bizleri çok mutlu etti. Odalarımızın temizliği, büfemizdeki lezzet çeşitliliği ve özellikle snack ile gözleme evimizden aldığınız keyif, ekiplerimizin özverili çalışmalarının bir sonucudur. Ayrıca konakladığınız odanın konumu ve eğlence programlarımızın beklentilerinizi karşılamış olması bizler için kıymetlidir. Personelimizin ilgisinden memnun kalmanız ve otelimizi tavsiye etmeniz en büyük motivasyon kaynağımızdır. Sizleri en kısa sürede tekrar ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Tesisimizle ilgili paylaşmış olduğunuz geri bildirimleriniz için teşekkür ederiz. Öncelikle, konaklamanız süresince yemeklerimizin servis sıcaklığı ve oda temizliği konusunda beklentilerinizi karşılayamadığımız için üzüntülerimizi belirtmek isteriz. Hijyen standartlarımız ve yemek kalitemiz, misafir memnuniyeti odaklı politikalarımızın temelini oluşturmaktadır. Belirttiğiniz hususlar, gerekli incelemelerin yapılması ve hizmet kalitemizin artırılması adına ivedilikle ilgili departman müdürlerimize iletilmiştir. Sizleri gelecekte çok daha kusursuz bir hizmet anlayışıyla ve memnuniyetle ayrılacağınız bir konaklama deneyimi için tekrar ağırlamayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Negatif,Genel,"Değerli Misafirimiz, Öncelikle konaklamanızın ardından değerli vaktinizi ayırarak görüşlerinizi bizlerle paylaştığınız için teşekkür ederiz. Otelimizi fiyat-performans dengesi açısından beklentilerinize uygun bulmanıza sevinmekle birlikte, sizlere çok daha kusursuz bir deneyim sunamadığımız için üzgünüz. Misafirlerimizin memnuniyetini en üst seviyede tutmak adına tesisimizdeki hizmet standartlarını her geçen gün geliştirmeye ve yenilemeye büyük önem veriyoruz. Daha iyi bir konaklama deneyimi yaşatabilmek adına yaptığınız bu yapıcı geri bildirim, ilgili departman yöneticilerimize iletilmiştir. Sizleri gelecekte beklentilerinizin çok daha ötesinde, tamamen memnun kalacağınız bir tatil deneyimiyle otelimizde yeniden ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
Harika bir deneyimdi!   Personel çok ilgiliydi... Herkese tavsiye ederim!!,Pozitif,Genel,"Değerli Misafirimiz, Otelimizde gerçekleştirdiğiniz konaklamanın sizler için harika bir deneyime dönüşmesinden ve çalışma arkadaşlarımızın gösterdiği içten ilgiden memnun kalmanızdan büyük bir mutluluk duyduk. Misafir memnuniyetini her zaman en ön planda tutan tesisimizi böylesi güzel cümlelerle taçlandırıp herkese tavsiye etmeniz, tüm ekibimizi samimiyetle motive etmiştir. Sizleri en kısa sürede Asteria Family Resort Belek bünyesinde yeniden ağırlamaktan kıvanç duyacağız. Asteria Family Resort Belek Yönetimi"
"Berbat bir yer. Yemekler soğuktu, odalar pislik içinde.,,",Negatif,Genel,"Değerli Misafirimiz, Öncelikle otelimizde gerçekleştirmiş olduğunuz konaklamanın ardından değerli geri bildirimlerinizi bizlerle paylaştığınız için teşekkür ederiz. Tesisimizde misafir memnuniyetini en üst seviyede tutmayı hedeflerken, sizleri beklentilerinizin altında bir hizmetle uğurlamış olmaktan dolayı derin bir üzüntü duyduğumuzu belirtmek isteriz. Odalarımızın temizliği konusunda kat hizmetleri (HK) departmanımız son derece titiz ve belirli hijyen standartlarına uygun olarak çalışmaktadır. Yaşadığınızı belirttiğiniz bu olumsuz durum, standart hizmet kalitemizle kesinlikle bağdaşmamakta olup, gerekli uyarılar ve aksiyonlar adına ilgili departman yöneticilerimize iletilmiştir. Yemeklerimizin sıcaklığı konusunda ise, ana restoranımızda sunulan tüm lezzetlerin sıcaklık kontrolleri gıda mühendislerimiz eşliğinde periyodik olarak ölçülmekte ve büfelerimiz belirli ısı standartlarında muhafaza edilmektedir. Yaşadığınız aksaklığın anlık bir durumdan kaynaklanmış olabileceğini değerlendiriyor, bu konudaki takibimizi daha da sıkılaştıracağımızı bilmenizi istiyoruz. Sizleri gelecekte otelimizde yeniden ağırlayarak, sizlere hak ettiğiniz kalitede ve çok daha kusursuz bir konaklama deneyimi sunmayı dileriz. Asteria Family Resort Belek Yönetimi"
"Fena değildi, idare eder.  Daha iyi olabilirdi ama fiyat/performans normal.",Pozitif,Genel,"Değerli Misafirimiz, Öncelikle tesisimizi ziyaret ederek konaklama deneyiminizi bizlerle paylaştığınız için teşekkür ederiz. Otelimizin sunduğu hizmeti fiyat-performans dengesi açısından makul bulmanızdan memnuniyet duyduk. Misafirlerimize her zaman en iyi standartlarda hizmet sunmayı ilke ediniyor, tatil deneyiminizi daha da yukarı taşımak adına kendimizi ve tesisimizi sürekli olarak yenilemeye devam ediyoruz. Sizlerin değerli geri bildirimleri, gelişim yolculuğumuzda bizler için en önemli rehberdir. Sizleri gelecekte daha kusursuz ve beklentilerinizin de ötesinde bir tatil deneyimiyle yeniden aramızda ağırlamaktan mutluluk duyacağız. Asteria Family Resort Belek Yönetimi"
